month_key,fiscal_year,fiscal_month,fiscal_month_no,fiscal_quarter,weeks_in_month,channel_key,channel,division,department,plan_version,plan_sales_dollars,plan_sales_units,plan_aur,plan_markdown_dollars,plan_shrink_dollars,plan_gross_margin_pct,plan_gross_margin_dollars,plan_bom_retail,plan_eom_retail,plan_receipts_retail,plan_receipts_cost,plan_weeks_of_supply,plan_turn
FY2026-01,2026,Feb,1,Q1,4,STORE,Retail Stores,Boys,Tops,Original Plan,30458.43,585,52.07,3104.12,274.13,0.5381,16389.27,102882.57,84747.04,15701.15,5652.41,13.5,0.325
FY2026-02,2026,Mar,2,Q1,5,STORE,Retail Stores,Boys,Tops,Original Plan,43629.64,838,52.07,5103.7,392.67,0.523,22819.27,84747.04,94765.63,59144.6,21292.06,9.7,0.486
FY2026-03,2026,Apr,3,Q1,4,STORE,Retail Stores,Boys,Tops,Original Plan,48568.84,933,52.07,4740.44,437.12,0.5424,26343.62,94765.63,132400.22,91380.99,32897.16,7.8,0.428
FY2026-04,2026,May,4,Q2,4,STORE,Retail Stores,Boys,Tops,Original Plan,44864.44,862,52.07,5373.07,403.78,0.5202,23340.17,132400.22,136034.89,54275.97,19539.35,11.8,0.334
FY2026-05,2026,Jun,5,Q2,5,STORE,Retail Stores,Boys,Tops,Original Plan,40748.44,783,52.07,4835.62,366.74,0.5213,21243.38,136034.89,98926.21,8842.11,3183.16,16.7,0.347
FY2026-06,2026,Jul,6,Q2,4,STORE,Retail Stores,Boys,Tops,Original Plan,34574.43,664,52.07,3219.32,311.17,0.5469,18908.31,98926.21,94779.96,33958.68,12225.13,11.4,0.357
FY2026-07,2026,Aug,7,Q3,4,STORE,Retail Stores,Boys,Tops,Original Plan,36220.83,696,52.07,3368.45,325.99,0.547,19812.89,94779.96,104520.83,49656.13,17876.21,10.5,0.363
FY2026-08,2026,Sep,8,Q3,5,STORE,Retail Stores,Boys,Tops,Original Plan,39102.04,751,52.07,4453.48,351.92,0.5261,20571.82,104520.83,91221.18,30607.79,11018.8,13.4,0.4
FY2026-09,2026,Oct,9,Q3,4,STORE,Retail Stores,Boys,Tops,Original Plan,41160.04,791,52.07,4185.99,370.44,0.5383,22156.43,91221.18,118557.59,73052.88,26299.04,8.9,0.392
FY2026-10,2026,Nov,10,Q4,4,STORE,Retail Stores,Boys,Tops,Original Plan,59270.45,1138,52.07,5589.89,533.43,0.5457,32343.2,118557.59,176384.45,123220.64,44359.43,8.0,0.402
FY2026-11,2026,Dec,11,Q4,5,STORE,Retail Stores,Boys,Tops,Original Plan,64209.66,1233,52.07,6621.37,577.89,0.5369,34472.81,176384.45,150106.16,45130.63,16247.03,13.7,0.393
FY2026-12,2026,Jan,12,Q4,4,STORE,Retail Stores,Boys,Tops,Original Plan,25930.82,498,52.07,2820.47,233.38,0.5312,13775.25,150106.16,121121.49,0.0,0.0,23.2,0.191
FY2024-01,2024,Feb,1,Q1,4,STORE,Retail Stores,Boys,Tops,Current Plan,23183.17,445,52.07,2616.69,208.65,0.5271,12220.54,67915.66,68709.34,26802.19,9648.79,11.7,0.339
FY2024-02,2024,Mar,2,Q1,5,STORE,Retail Stores,Boys,Tops,Current Plan,33371.68,641,52.07,3873.27,300.35,0.5239,17484.6,68709.34,76609.04,45445.0,16360.2,10.3,0.459
FY2024-03,2024,Apr,3,Q1,4,STORE,Retail Stores,Boys,Tops,Current Plan,36160.38,695,52.07,4128.36,325.44,0.5258,19014.28,76609.04,100285.99,64291.13,23144.81,8.5,0.409
FY2024-04,2024,May,4,Q2,4,STORE,Retail Stores,Boys,Tops,Current Plan,34635.36,665,52.07,3697.37,311.72,0.5332,18469.26,100285.99,93650.95,32009.41,11523.39,11.6,0.357
FY2024-05,2024,Jun,5,Q2,5,STORE,Retail Stores,Boys,Tops,Current Plan,30955.02,595,52.07,2814.62,278.6,0.5491,16996.6,93650.95,74442.23,14839.51,5342.22,15.1,0.368
FY2024-06,2024,Jul,6,Q2,4,STORE,Retail Stores,Boys,Tops,Current Plan,27333.58,525,52.07,2536.54,246.0,0.5472,14956.96,74442.23,80984.32,36658.21,13196.96,10.9,0.352
FY2024-07,2024,Aug,7,Q3,4,STORE,Retail Stores,Boys,Tops,Current Plan,27114.69,521,52.07,3230.96,244.03,0.5208,14122.44,80984.32,80114.54,29719.89,10699.16,11.9,0.337
FY2024-08,2024,Sep,8,Q3,5,STORE,Retail Stores,Boys,Tops,Current Plan,30193.77,580,52.07,2779.11,271.74,0.548,16544.9,80114.54,71701.28,24831.37,8939.29,13.3,0.398
FY2024-09,2024,Oct,9,Q3,4,STORE,Retail Stores,Boys,Tops,Current Plan,30031.52,577,52.07,3272.95,270.28,0.531,15947.23,71701.28,86844.42,48717.89,17538.44,9.6,0.379
FY2024-10,2024,Nov,10,Q4,4,STORE,Retail Stores,Boys,Tops,Current Plan,44287.08,851,52.07,4943.18,398.58,0.5284,23400.55,86844.42,120099.15,82883.58,29838.09,7.8,0.428
FY2024-11,2024,Dec,11,Q4,5,STORE,Retail Stores,Boys,Tops,Current Plan,48198.18,926,52.07,5023.54,433.78,0.5358,25823.3,120099.15,109664.1,43220.45,15559.36,12.5,0.42
FY2024-12,2024,Jan,12,Q4,4,STORE,Retail Stores,Boys,Tops,Current Plan,18975.14,364,52.07,2070.34,170.78,0.5309,10073.75,109664.1,88447.85,0.0,0.0,23.1,0.192
FY2025-01,2025,Feb,1,Q1,4,STORE,Retail Stores,Boys,Tops,Current Plan,26797.07,515,52.07,2465.02,241.17,0.548,14685.11,88447.85,78981.42,20036.83,7213.26,13.2,0.32
FY2025-02,2025,Mar,2,Q1,5,STORE,Retail Stores,Boys,Tops,Current Plan,36783.47,706,52.07,4357.58,331.05,0.5215,19183.84,78981.42,80825.72,43316.39,15593.9,10.7,0.46
FY2025-03,2025,Apr,3,Q1,4,STORE,Retail Stores,Boys,Tops,Current Plan,40769.88,783,52.07,4221.73,366.93,0.5364,21871.0,80825.72,114374.52,78907.34,28406.64,7.9,0.418
FY2025-04,2025,May,4,Q2,4,STORE,Retail Stores,Boys,Tops,Current Plan,38042.25,731,52.07,3649.89,342.38,0.5441,20697.15,114374.52,108207.23,35867.24,12912.21,12.0,0.342
FY2025-05,2025,Jun,5,Q2,5,STORE,Retail Stores,Boys,Tops,Current Plan,35077.04,674,52.07,3323.46,315.69,0.5453,19125.84,108207.23,83463.33,13972.28,5030.02,15.4,0.366
FY2025-06,2025,Jul,6,Q2,4,STORE,Retail Stores,Boys,Tops,Current Plan,29697.15,570,52.07,3311.23,267.27,0.5285,15694.94,83463.33,86506.03,36318.36,13074.61,11.2,0.349
FY2025-07,2025,Aug,7,Q3,4,STORE,Retail Stores,Boys,Tops,Current Plan,29958.97,575,52.07,3101.34,269.63,0.5365,16072.4,86506.03,83502.68,30326.59,10917.57,11.5,0.352
FY2025-08,2025,Sep,8,Q3,5,STORE,Retail Stores,Boys,Tops,Current Plan,34179.18,656,52.07,3646.03,307.61,0.5333,18228.64,83502.68,83066.85,37696.98,13570.91,12.2,0.41
FY2025-09,2025,Oct,9,Q3,4,STORE,Retail Stores,Boys,Tops,Current Plan,35679.27,685,52.07,4298.23,321.11,0.5195,18536.51,83066.85,100865.27,58097.03,20914.93,9.3,0.388
FY2025-10,2025,Nov,10,Q4,4,STORE,Retail Stores,Boys,Tops,Current Plan,52478.54,1008,52.07,6194.83,472.31,0.522,27391.44,100865.27,151306.69,109587.09,39451.35,7.7,0.416
FY2025-11,2025,Dec,11,Q4,5,STORE,Retail Stores,Boys,Tops,Current Plan,57702.61,1108,52.07,6282.99,519.32,0.5311,30646.68,151306.69,126341.19,39539.43,14234.2,13.1,0.416
FY2025-12,2025,Jan,12,Q4,4,STORE,Retail Stores,Boys,Tops,Current Plan,21818.14,419,52.07,2614.24,196.36,0.5202,11349.37,126341.19,101712.46,0.0,0.0,23.2,0.191
FY2026-01,2026,Feb,1,Q1,4,STORE,Retail Stores,Boys,Tops,Current Plan,28023.21,538,52.07,2510.41,252.21,0.5504,15424.44,101712.46,84011.18,13084.56,4710.44,14.5,0.302
FY2026-02,2026,Mar,2,Q1,5,STORE,Retail Stores,Boys,Tops,Current Plan,40991.34,787,52.07,4363.68,368.92,0.5335,21870.78,84011.18,89664.24,51377.0,18495.72,10.2,0.472
FY2026-03,2026,Apr,3,Q1,4,STORE,Retail Stores,Boys,Tops,Current Plan,45090.82,866,52.07,5243.43,405.82,0.5237,23614.7,89664.24,132966.41,94042.23,33855.2,8.0,0.405
FY2026-04,2026,May,4,Q2,4,STORE,Retail Stores,Boys,Tops,Current Plan,41133.26,790,52.07,4727.1,370.2,0.5251,21598.19,132966.41,123924.5,37188.66,13387.92,12.9,0.32
FY2026-05,2026,Jun,5,Q2,5,STORE,Retail Stores,Boys,Tops,Current Plan,38789.42,745,52.07,4595.49,349.1,0.5215,20229.74,123924.5,93267.48,13076.98,4707.71,16.0,0.357
FY2026-06,2026,Jul,6,Q2,4,STORE,Retail Stores,Boys,Tops,Current Plan,32254.36,619,52.07,3671.39,290.29,0.5262,16971.4,93267.48,95083.42,38032.0,13691.52,11.6,0.342
FY2026-07,2026,Aug,7,Q3,4,STORE,Retail Stores,Boys,Tops,Current Plan,33422.15,642,52.07,3192.74,300.8,0.5445,18197.44,95083.42,90861.65,32693.91,11769.81,11.4,0.359
FY2026-08,2026,Sep,8,Q3,5,STORE,Retail Stores,Boys,Tops,Current Plan,36067.69,693,52.07,3722.68,324.61,0.5368,19360.64,90861.65,83091.13,32344.47,11644.01,12.6,0.415
FY2026-09,2026,Oct,9,Q3,4,STORE,Retail Stores,Boys,Tops,Current Plan,37857.07,727,52.07,3531.25,340.71,0.5467,20697.28,83091.13,115303.03,73940.93,26618.73,8.8,0.382
FY2026-10,2026,Nov,10,Q4,4,STORE,Retail Stores,Boys,Tops,Current Plan,54863.07,1054,52.07,4923.06,493.77,0.5503,30189.31,115303.03,163863.07,108839.94,39182.38,8.4,0.393
FY2026-11,2026,Dec,11,Q4,5,STORE,Retail Stores,Boys,Tops,Current Plan,60422.42,1160,52.07,5906.21,543.8,0.5423,32764.13,163863.07,132803.02,35812.38,12892.46,13.6,0.407
FY2026-12,2026,Jan,12,Q4,4,STORE,Retail Stores,Boys,Tops,Current Plan,24314.05,467,52.07,2517.85,218.83,0.5364,13043.14,132803.02,105752.29,0.0,0.0,21.8,0.204
FY2024-01,2024,Feb,1,Q1,4,WHSL,Wholesale,Boys,Tops,Original Plan,39079.39,980,39.88,748.28,39.08,0.4609,18009.82,37604.15,37453.58,39716.19,20652.42,3.8,1.041
FY2024-02,2024,Mar,2,Q1,5,WHSL,Wholesale,Boys,Tops,Original Plan,32776.27,822,39.88,677.1,32.78,0.4593,15055.51,37453.58,25228.51,21261.07,11055.76,5.7,1.046
FY2024-03,2024,Apr,3,Q1,4,WHSL,Wholesale,Boys,Tops,Original Plan,15631.76,392,39.88,340.35,15.63,0.4582,7162.89,25228.51,15968.12,6727.35,3498.22,6.5,0.759
FY2024-04,2024,May,4,Q2,4,WHSL,Wholesale,Boys,Tops,Original Plan,13866.88,348,39.88,314.17,13.87,0.4573,6341.94,15968.12,13041.4,11268.19,5859.46,4.6,0.956
FY2024-05,2024,Jun,5,Q2,5,WHSL,Wholesale,Boys,Tops,Original Plan,34036.89,853,39.88,769.1,34.04,0.4574,15568.61,13041.4,27026.91,48825.54,25389.28,1.9,1.699
FY2024-06,2024,Jul,6,Q2,4,WHSL,Wholesale,Boys,Tops,Original Plan,35801.77,898,39.88,631.07,35.8,0.4624,16553.78,27026.91,37072.21,46513.94,24187.25,3.0,1.117
FY2024-07,2024,Aug,7,Q3,4,WHSL,Wholesale,Boys,Tops,Original Plan,17648.76,443,39.88,310.51,17.65,0.4624,8160.9,37072.21,19095.3,0.0,0.0,8.4,0.628
FY2024-08,2024,Sep,8,Q3,5,WHSL,Wholesale,Boys,Tops,Original Plan,26473.14,664,39.88,450.85,26.47,0.463,12256.25,19095.3,20402.04,28257.2,14693.75,3.6,1.341
FY2024-09,2024,Oct,9,Q3,4,WHSL,Wholesale,Boys,Tops,Original Plan,34793.27,872,39.88,729.61,34.79,0.459,15971.16,20402.04,35890.41,51046.05,26543.94,2.3,1.236
FY2024-10,2024,Nov,10,Q4,4,WHSL,Wholesale,Boys,Tops,Original Plan,21430.64,537,39.88,398.89,21.43,0.4614,9887.82,35890.41,21448.54,7409.09,3852.72,6.7,0.748
FY2024-11,2024,Dec,11,Q4,5,WHSL,Wholesale,Boys,Tops,Original Plan,15127.51,379,39.88,262.7,15.13,0.4626,6998.51,21448.54,12463.91,6420.7,3338.76,7.1,0.892
FY2024-12,2024,Jan,12,Q4,4,WHSL,Wholesale,Boys,Tops,Original Plan,15883.88,398,39.88,336.32,15.88,0.4588,7287.94,12463.91,16110.87,19883.04,10339.18,3.1,1.112
FY2025-01,2025,Feb,1,Q1,4,WHSL,Wholesale,Boys,Tops,Original Plan,44550.51,1117,39.88,1002.97,44.55,0.4575,20381.28,16110.87,44443.38,73930.54,38443.88,1.4,1.471
FY2025-02,2025,Mar,2,Q1,5,WHSL,Wholesale,Boys,Tops,Original Plan,37364.94,937,39.88,684.14,37.36,0.4617,17251.03,44443.38,29842.3,23485.36,12212.39,5.9,1.006
FY2025-03,2025,Apr,3,Q1,4,WHSL,Wholesale,Boys,Tops,Original Plan,17820.2,447,39.88,361.73,17.82,0.4597,8191.97,29842.3,18010.43,6367.89,3311.3,6.7,0.745
FY2025-04,2025,May,4,Q2,4,WHSL,Wholesale,Boys,Tops,Original Plan,15808.25,396,39.88,301.13,15.81,0.461,7286.83,18010.43,15801.32,13916.07,7236.36,4.6,0.935
FY2025-05,2025,Jun,5,Q2,5,WHSL,Wholesale,Boys,Tops,Original Plan,38802.06,973,39.88,671.36,38.8,0.4627,17953.63,15801.32,30052.21,53763.1,27956.81,2.0,1.692
FY2025-06,2025,Jul,6,Q2,4,WHSL,Wholesale,Boys,Tops,Original Plan,40814.01,1023,39.88,860.4,40.81,0.4589,18730.33,30052.21,39350.06,51013.08,26526.8,2.9,1.176
FY2025-07,2025,Aug,7,Q3,4,WHSL,Wholesale,Boys,Tops,Original Plan,20119.58,504,39.88,375.62,20.12,0.4613,9281.78,39350.06,19172.32,337.58,175.54,7.8,0.688
FY2025-08,2025,Sep,8,Q3,5,WHSL,Wholesale,Boys,Tops,Original Plan,30179.38,757,39.88,588.51,30.18,0.4605,13897.59,19172.32,24319.86,35945.61,18691.72,3.2,1.388
FY2025-09,2025,Oct,9,Q3,4,WHSL,Wholesale,Boys,Tops,Original Plan,39664.32,995,39.88,692.43,39.66,0.4625,18346.44,24319.86,41936.06,58012.63,30166.57,2.5,1.197
FY2025-10,2025,Nov,10,Q4,4,WHSL,Wholesale,Boys,Tops,Original Plan,24430.92,613,39.88,526.51,24.43,0.4584,11200.33,41936.06,23257.61,6303.41,3277.77,6.9,0.749
FY2025-11,2025,Dec,11,Q4,5,WHSL,Wholesale,Boys,Tops,Original Plan,17245.36,432,39.88,295.98,17.25,0.4628,7981.79,23257.61,14164.25,8465.23,4401.92,6.7,0.922
FY2025-12,2025,Jan,12,Q4,4,WHSL,Wholesale,Boys,Tops,Original Plan,18107.63,454,39.88,406.59,18.11,0.4575,8285.07,14164.25,19096.34,23464.42,12201.5,3.1,1.089
FY2026-01,2026,Feb,1,Q1,4,WHSL,Wholesale,Boys,Tops,Original Plan,52569.6,1318,39.88,1066.6,52.57,0.4597,24166.81,19096.34,50420.29,85012.72,44206.61,1.5,1.512
FY2026-02,2026,Mar,2,Q1,5,WHSL,Wholesale,Boys,Tops,Original Plan,44090.63,1106,39.88,848.65,44.09,0.4608,20314.86,50420.29,34977.62,29540.69,15361.16,5.7,1.033
FY2026-03,2026,Apr,3,Q1,4,WHSL,Wholesale,Boys,Tops,Original Plan,21027.84,527,39.88,420.17,21.03,0.46,9673.2,34977.62,20374.27,6865.69,3570.16,6.7,0.76
FY2026-04,2026,May,4,Q2,4,WHSL,Wholesale,Boys,Tops,Original Plan,18653.73,468,39.88,426.09,18.65,0.4572,8527.7,20374.27,19147.46,17871.66,9293.26,4.4,0.944
FY2026-05,2026,Jun,5,Q2,5,WHSL,Wholesale,Boys,Tops,Original Plan,45786.43,1148,39.88,984.33,45.79,0.4585,20993.16,19147.46,36754.94,64424.03,33500.49,2.1,1.638
FY2026-06,2026,Jul,6,Q2,4,WHSL,Wholesale,Boys,Tops,Original Plan,48160.54,1208,39.88,896.75,48.16,0.4614,22220.31,36754.94,50181.19,62531.7,32516.48,3.1,1.108
FY2026-07,2026,Aug,7,Q3,4,WHSL,Wholesale,Boys,Tops,Original Plan,23741.11,595,39.88,500.91,23.74,0.4589,10894.83,50181.19,25915.44,0.0,0.0,8.5,0.624
FY2026-08,2026,Sep,8,Q3,5,WHSL,Wholesale,Boys,Tops,Original Plan,35611.66,893,39.88,781.85,35.61,0.458,16311.75,25915.44,27855.02,38368.71,19951.73,3.6,1.325
FY2026-09,2026,Oct,9,Q3,4,WHSL,Wholesale,Boys,Tops,Original Plan,46803.9,1174,39.88,903.79,46.8,0.4607,21562.08,27855.02,44434.24,64333.71,33453.53,2.4,1.295
FY2026-10,2026,Nov,10,Q4,4,WHSL,Wholesale,Boys,Tops,Original Plan,28828.49,723,39.88,531.83,28.83,0.4616,13305.85,44434.24,29100.7,14055.6,7308.91,6.2,0.784
FY2026-11,2026,Dec,11,Q4,5,WHSL,Wholesale,Boys,Tops,Original Plan,20349.52,510,39.88,445.47,20.35,0.4581,9322.3,29100.7,16338.71,8053.36,4187.75,7.2,0.896
FY2026-12,2026,Jan,12,Q4,4,WHSL,Wholesale,Boys,Tops,Original Plan,21367.0,536,39.88,384.85,21.37,0.462,9871.31,16338.71,21268.53,26703.04,13885.58,3.1,1.136
FY2024-01,2024,Feb,1,Q1,4,WHSL,Wholesale,Boys,Tops,Current Plan,39551.75,992,39.88,715.29,39.55,0.4619,18269.54,36787.03,37665.83,41185.4,21416.41,3.7,1.062
FY2024-02,2024,Mar,2,Q1,5,WHSL,Wholesale,Boys,Tops,Current Plan,32845.05,824,39.88,707.97,32.85,0.4584,15057.66,37665.83,25865.25,21785.28,11328.34,5.7,1.034
FY2024-03,2024,Apr,3,Q1,4,WHSL,Wholesale,Boys,Tops,Current Plan,15813.19,397,39.88,344.71,15.81,0.4582,7245.62,25865.25,16263.97,6572.44,3417.67,6.5,0.751
FY2024-04,2024,May,4,Q2,4,WHSL,Wholesale,Boys,Tops,Current Plan,14392.16,361,39.88,315.81,14.39,0.4581,6592.42,16263.97,15212.56,13670.96,7108.9,4.5,0.914
FY2024-05,2024,Jun,5,Q2,5,WHSL,Wholesale,Boys,Tops,Current Plan,34526.46,866,39.88,654.54,34.53,0.461,15918.16,15212.56,28096.02,48098.99,25011.47,2.2,1.594
FY2024-06,2024,Jul,6,Q2,4,WHSL,Wholesale,Boys,Tops,Current Plan,36924.58,926,39.88,771.7,36.92,0.4591,16952.1,28096.02,37926.44,47563.62,24733.08,3.0,1.119
FY2024-07,2024,Aug,7,Q3,4,WHSL,Wholesale,Boys,Tops,Current Plan,17481.65,438,39.88,385.95,17.48,0.4579,8005.24,37926.44,20041.36,0.0,0.0,8.7,0.603
FY2024-08,2024,Sep,8,Q3,5,WHSL,Wholesale,Boys,Tops,Current Plan,26437.11,663,39.88,531.36,26.44,0.4599,12158.45,20041.36,20710.55,27664.1,14385.33,3.8,1.297
FY2024-09,2024,Oct,9,Q3,4,WHSL,Wholesale,Boys,Tops,Current Plan,35458.78,889,39.88,616.3,35.46,0.4626,16403.91,20710.55,33852.56,49252.54,25611.32,2.3,1.3
FY2024-10,2024,Nov,10,Q4,4,WHSL,Wholesale,Boys,Tops,Current Plan,21518.59,540,39.88,494.67,21.52,0.457,9834.25,33852.56,20926.03,9108.25,4736.29,6.3,0.786
FY2024-11,2024,Dec,11,Q4,5,WHSL,Wholesale,Boys,Tops,Current Plan,15272.53,383,39.88,268.65,15.27,0.4624,7062.17,20926.03,12492.2,7122.62,3703.76,6.9,0.914
FY2024-12,2024,Jan,12,Q4,4,WHSL,Wholesale,Boys,Tops,Current Plan,15745.96,395,39.88,325.04,15.75,0.4594,7233.02,12492.2,15660.89,19255.44,10012.83,3.2,1.119
FY2025-01,2025,Feb,1,Q1,4,WHSL,Wholesale,Boys,Tops,Current Plan,44121.56,1106,39.88,922.43,44.12,0.4591,20255.92,15660.89,44112.0,73539.21,38240.39,1.4,1.476
FY2025-02,2025,Mar,2,Q1,5,WHSL,Wholesale,Boys,Tops,Current Plan,36182.18,907,39.88,620.61,36.18,0.4628,16746.84,44112.0,30648.69,23375.67,12155.35,6.1,0.968
FY2025-03,2025,Apr,3,Q1,4,WHSL,Wholesale,Boys,Tops,Current Plan,17783.62,446,39.88,355.79,17.78,0.46,8180.35,30648.69,18722.68,6231.17,3240.21,6.9,0.72
FY2025-04,2025,May,4,Q2,4,WHSL,Wholesale,Boys,Tops,Current Plan,15997.66,401,39.88,334.37,16.0,0.4591,7344.51,18722.68,16141.18,13766.52,7158.59,4.7,0.918
FY2025-05,2025,Jun,5,Q2,5,WHSL,Wholesale,Boys,Tops,Current Plan,39122.06,981,39.88,735.54,39.12,0.4612,18043.05,16141.18,30735.48,54491.03,28335.34,2.1,1.669
FY2025-06,2025,Jul,6,Q2,4,WHSL,Wholesale,Boys,Tops,Current Plan,40929.76,1026,39.88,888.88,40.93,0.4583,18757.4,30735.48,42816.95,53941.04,28049.34,3.0,1.113
FY2025-07,2025,Aug,7,Q3,4,WHSL,Wholesale,Boys,Tops,Current Plan,19687.23,494,39.88,377.04,19.69,0.4608,9072.83,42816.95,22732.99,0.0,0.0,8.7,0.601
FY2025-08,2025,Sep,8,Q3,5,WHSL,Wholesale,Boys,Tops,Current Plan,29794.36,747,39.88,552.54,29.79,0.4615,13748.75,22732.99,24810.99,32454.69,16876.44,3.8,1.253
FY2025-09,2025,Oct,9,Q3,4,WHSL,Wholesale,Boys,Tops,Current Plan,41063.21,1030,39.88,804.77,41.06,0.4604,18905.57,24810.99,39251.38,56349.44,29301.71,2.4,1.282
FY2025-10,2025,Nov,10,Q4,4,WHSL,Wholesale,Boys,Tops,Current Plan,24626.27,617,39.88,457.7,24.63,0.4614,11362.91,39251.38,23371.88,9229.1,4799.13,6.4,0.786
FY2025-11,2025,Dec,11,Q4,5,WHSL,Wholesale,Boys,Tops,Current Plan,17655.74,443,39.88,396.12,17.66,0.4576,8078.64,23371.88,13637.03,8334.67,4334.03,6.6,0.954
FY2025-12,2025,Jan,12,Q4,4,WHSL,Wholesale,Boys,Tops,Current Plan,18444.55,462,39.88,384.84,18.44,0.4591,8468.54,13637.03,18758.33,23969.14,12463.95,3.0,1.139
FY2026-01,2026,Feb,1,Q1,4,WHSL,Wholesale,Boys,Tops,Current Plan,48526.67,1217,39.88,849.5,48.53,0.4625,22443.3,18758.33,48011.84,78678.2,40912.66,1.5,1.454
FY2026-02,2026,Mar,2,Q1,5,WHSL,Wholesale,Boys,Tops,Current Plan,41734.89,1046,39.88,953.22,41.73,0.4572,19079.53,48011.84,34279.93,28997.93,15078.93,5.8,1.014
FY2026-03,2026,Apr,3,Q1,4,WHSL,Wholesale,Boys,Tops,Current Plan,19561.73,491,39.88,399.67,19.56,0.4596,8989.96,34279.93,20474.53,6175.56,3211.29,7.0,0.715
FY2026-04,2026,May,4,Q2,4,WHSL,Wholesale,Boys,Tops,Current Plan,17595.08,441,39.88,399.04,17.6,0.4573,8046.6,20474.53,17309.62,14846.81,7720.34,4.7,0.931
FY2026-05,2026,Jun,5,Q2,5,WHSL,Wholesale,Boys,Tops,Current Plan,42769.04,1072,39.88,749.65,42.77,0.4625,19779.49,17309.62,33592.33,59844.16,31118.96,2.0,1.68
FY2026-06,2026,Jul,6,Q2,4,WHSL,Wholesale,Boys,Tops,Current Plan,44921.15,1126,39.88,838.61,44.92,0.4613,20723.54,33592.33,43658.6,55870.95,29052.89,3.0,1.163
FY2026-07,2026,Aug,7,Q3,4,WHSL,Wholesale,Boys,Tops,Current Plan,22309.53,559,39.88,387.48,22.31,0.4626,10321.1,43658.6,21075.35,136.07,70.75,7.8,0.689
FY2026-08,2026,Sep,8,Q3,5,WHSL,Wholesale,Boys,Tops,Current Plan,33042.72,829,39.88,756.5,33.04,0.4571,15104.01,21075.35,26780.04,39536.94,20559.21,3.2,1.381
FY2026-09,2026,Oct,9,Q3,4,WHSL,Wholesale,Boys,Tops,Current Plan,42541.28,1067,39.88,838.9,42.54,0.4603,19580.91,26780.04,42878.69,59521.36,30951.11,2.5,1.221
FY2026-10,2026,Nov,10,Q4,4,WHSL,Wholesale,Boys,Tops,Current Plan,27411.72,687,39.88,555.08,27.41,0.4598,12602.54,42878.69,25780.18,10895.71,5665.77,6.3,0.798
FY2026-11,2026,Dec,11,Q4,5,WHSL,Wholesale,Boys,Tops,Current Plan,18531.15,465,39.88,320.66,18.53,0.4627,8574.29,25780.18,14052.69,7142.85,3714.28,7.0,0.93
FY2026-12,2026,Jan,12,Q4,4,WHSL,Wholesale,Boys,Tops,Current Plan,19735.97,495,39.88,414.74,19.74,0.459,9058.52,14052.69,19555.32,25673.07,13350.0,2.8,1.174
FY2024-01,2024,Feb,1,Q1,4,ECOM,Ecommerce,Girls,Bottoms,Original Plan,67247.64,1391,48.33,10387.22,268.99,0.4855,32651.27,192004.65,187198.64,73097.85,26315.23,11.4,0.355
FY2024-02,2024,Mar,2,Q1,5,ECOM,Ecommerce,Girls,Bottoms,Original Plan,96327.71,1993,48.33,14698.25,385.31,0.4874,46951.48,187198.64,212367.11,136579.74,49168.71,9.7,0.482
FY2024-03,2024,Apr,3,Q1,4,ECOM,Ecommerce,Girls,Bottoms,Original Plan,107232.73,2219,48.33,16465.53,428.93,0.4865,52163.42,212367.11,291059.93,202820.01,73015.21,7.9,0.426
FY2024-04,2024,May,4,Q2,4,ECOM,Ecommerce,Girls,Bottoms,Original Plan,99053.96,2049,48.33,14837.33,396.22,0.4902,48557.21,291059.93,294732.54,117960.11,42465.64,11.8,0.338
FY2024-05,2024,Jun,5,Q2,5,ECOM,Ecommerce,Girls,Bottoms,Original Plan,89966.44,1861,48.33,10822.84,359.87,0.5197,46755.68,294732.54,218757.23,25173.84,9062.58,16.4,0.35
FY2024-06,2024,Jul,6,Q2,4,ECOM,Ecommerce,Girls,Bottoms,Original Plan,76335.16,1579,48.33,11016.93,305.34,0.4957,37837.58,218757.23,216804.18,85704.38,30853.58,11.5,0.351
FY2024-07,2024,Aug,7,Q3,4,ECOM,Ecommerce,Girls,Bottoms,Original Plan,79970.17,1655,48.33,9380.99,319.88,0.5227,41799.92,216804.18,227939.75,100806.61,36290.38,10.8,0.36
FY2024-08,2024,Sep,8,Q3,5,ECOM,Ecommerce,Girls,Bottoms,Original Plan,86331.44,1786,48.33,9927.01,345.33,0.525,45325.11,227939.75,210170.24,78834.26,28380.33,13.2,0.394
FY2024-09,2024,Oct,9,Q3,4,ECOM,Ecommerce,Girls,Bottoms,Original Plan,90875.2,1880,48.33,13672.0,363.5,0.4896,44488.12,210170.24,265682.28,160422.74,57752.19,9.3,0.382
FY2024-10,2024,Nov,10,Q4,4,ECOM,Ecommerce,Girls,Bottoms,Original Plan,130860.28,2707,48.33,18611.18,523.44,0.4978,65139.4,265682.28,394556.73,278869.35,100392.96,8.1,0.396
FY2024-11,2024,Dec,11,Q4,5,ECOM,Ecommerce,Girls,Bottoms,Original Plan,141765.31,2933,48.33,18908.38,567.06,0.5066,71821.41,394556.73,341223.81,107907.83,38846.82,13.9,0.385
FY2024-12,2024,Jan,12,Q4,4,ECOM,Ecommerce,Girls,Bottoms,Original Plan,57251.37,1185,48.33,7602.14,229.01,0.5072,29038.74,341223.81,276141.29,0.0,0.0,23.8,0.185
