month_key,fiscal_year,fiscal_month,channel_key,channel,style_key,style_name,print_name,division,department,class_name,season,lifecycle,units_sold,sales_dollars,aur,on_hand_units,on_order_units,sell_through_pct,weeks_of_supply
FY2026-08,2026,Sep,STORE,Retail Stores,ST-0066,Pomegranate PJ Set,Autumn Gingham,Boys,Sleepwear,PJ Set,Fall,Carryover,83,4061.28,48.93,197,20,0.2964,11.9
FY2026-08,2026,Sep,WHSL,Wholesale,ST-0066,Pomegranate PJ Set,Autumn Gingham,Boys,Sleepwear,PJ Set,Fall,Carryover,105,4081.64,38.87,181,14,0.3671,8.6
FY2026-09,2026,Oct,ECOM,Ecommerce,ST-0066,Pomegranate PJ Set,Autumn Gingham,Boys,Sleepwear,PJ Set,Fall,Carryover,331,16821.86,50.82,409,214,0.4473,4.9
FY2026-09,2026,Oct,STORE,Retail Stores,ST-0066,Pomegranate PJ Set,Autumn Gingham,Boys,Sleepwear,PJ Set,Fall,Carryover,204,10305.92,50.52,367,302,0.3573,7.2
FY2026-09,2026,Oct,WHSL,Wholesale,ST-0066,Pomegranate PJ Set,Autumn Gingham,Boys,Sleepwear,PJ Set,Fall,Carryover,355,13799.84,38.87,831,330,0.2993,9.4
FY2025-09,2025,Oct,ECOM,Ecommerce,ST-0067,Snowdrop PJ Set,Candy Cane Stripe,Boys,Sleepwear,PJ Set,Holiday,Carryover,403,19543.97,48.5,374,37,0.5187,3.7
FY2025-09,2025,Oct,STORE,Retail Stores,ST-0067,Snowdrop PJ Set,Candy Cane Stripe,Boys,Sleepwear,PJ Set,Holiday,Carryover,171,8851.09,51.76,376,34,0.3126,8.8
FY2025-09,2025,Oct,WHSL,Wholesale,ST-0067,Snowdrop PJ Set,Candy Cane Stripe,Boys,Sleepwear,PJ Set,Holiday,Carryover,204,8223.81,40.31,189,52,0.5191,3.7
FY2025-10,2025,Nov,ECOM,Ecommerce,ST-0067,Snowdrop PJ Set,Candy Cane Stripe,Boys,Sleepwear,PJ Set,Holiday,Carryover,318,15716.3,49.42,426,163,0.4274,5.4
FY2025-10,2025,Nov,STORE,Retail Stores,ST-0067,Snowdrop PJ Set,Candy Cane Stripe,Boys,Sleepwear,PJ Set,Holiday,Carryover,349,17992.95,51.56,519,68,0.4021,5.9
FY2025-10,2025,Nov,WHSL,Wholesale,ST-0067,Snowdrop PJ Set,Candy Cane Stripe,Boys,Sleepwear,PJ Set,Holiday,Carryover,289,11650.4,40.31,498,330,0.3672,6.9
FY2025-11,2025,Dec,ECOM,Ecommerce,ST-0067,Snowdrop PJ Set,Candy Cane Stripe,Boys,Sleepwear,PJ Set,Holiday,Carryover,271,14941.8,55.14,355,276,0.4329,6.5
FY2025-11,2025,Dec,STORE,Retail Stores,ST-0067,Snowdrop PJ Set,Candy Cane Stripe,Boys,Sleepwear,PJ Set,Holiday,Carryover,248,13668.88,55.12,408,40,0.378,8.2
FY2025-11,2025,Dec,WHSL,Wholesale,ST-0067,Snowdrop PJ Set,Candy Cane Stripe,Boys,Sleepwear,PJ Set,Holiday,Carryover,158,6369.42,40.31,355,122,0.308,11.2
FY2026-09,2026,Oct,ECOM,Ecommerce,ST-0067,Snowdrop PJ Set,Candy Cane Stripe,Boys,Sleepwear,PJ Set,Holiday,Carryover,227,11831.63,52.12,534,343,0.2983,9.4
FY2026-09,2026,Oct,STORE,Retail Stores,ST-0067,Snowdrop PJ Set,Candy Cane Stripe,Boys,Sleepwear,PJ Set,Holiday,Carryover,211,10270.59,48.68,169,144,0.5553,3.2
FY2026-09,2026,Oct,WHSL,Wholesale,ST-0067,Snowdrop PJ Set,Candy Cane Stripe,Boys,Sleepwear,PJ Set,Holiday,Carryover,450,18140.76,40.31,844,155,0.3478,7.5
FY2026-10,2026,Nov,ECOM,Ecommerce,ST-0067,Snowdrop PJ Set,Candy Cane Stripe,Boys,Sleepwear,PJ Set,Holiday,Carryover,192,9725.93,50.66,215,55,0.4717,4.5
FY2026-10,2026,Nov,STORE,Retail Stores,ST-0067,Snowdrop PJ Set,Candy Cane Stripe,Boys,Sleepwear,PJ Set,Holiday,Carryover,104,5783.48,55.61,177,120,0.3701,6.8
FY2026-10,2026,Nov,WHSL,Wholesale,ST-0067,Snowdrop PJ Set,Candy Cane Stripe,Boys,Sleepwear,PJ Set,Holiday,Carryover,459,18503.58,40.31,651,260,0.4135,5.7
FY2026-11,2026,Dec,ECOM,Ecommerce,ST-0067,Snowdrop PJ Set,Candy Cane Stripe,Boys,Sleepwear,PJ Set,Holiday,Carryover,317,16791.78,52.97,407,171,0.4378,6.4
FY2026-11,2026,Dec,STORE,Retail Stores,ST-0067,Snowdrop PJ Set,Candy Cane Stripe,Boys,Sleepwear,PJ Set,Holiday,Carryover,304,15834.08,52.09,502,329,0.3772,8.3
FY2026-11,2026,Dec,WHSL,Wholesale,ST-0067,Snowdrop PJ Set,Candy Cane Stripe,Boys,Sleepwear,PJ Set,Holiday,Carryover,256,10320.08,40.31,286,96,0.4723,5.6
FY2025-01,2025,Feb,ECOM,Ecommerce,ST-0068,Ditsy Rose Bubble,Ditsy Rose,Baby,Rompers,Bubble,Spring,New,220,10475.88,47.62,444,169,0.3313,8.1
FY2025-01,2025,Feb,STORE,Retail Stores,ST-0068,Ditsy Rose Bubble,Ditsy Rose,Baby,Rompers,Bubble,Spring,New,199,9274.79,46.61,263,80,0.4307,5.3
FY2025-01,2025,Feb,WHSL,Wholesale,ST-0068,Ditsy Rose Bubble,Ditsy Rose,Baby,Rompers,Bubble,Spring,New,169,6326.14,37.43,355,245,0.3225,8.4
FY2025-02,2025,Mar,ECOM,Ecommerce,ST-0068,Ditsy Rose Bubble,Ditsy Rose,Baby,Rompers,Bubble,Spring,New,300,15544.18,51.81,339,248,0.4695,5.6
FY2025-02,2025,Mar,STORE,Retail Stores,ST-0068,Ditsy Rose Bubble,Ditsy Rose,Baby,Rompers,Bubble,Spring,New,55,2851.38,51.84,100,45,0.3548,9.1
FY2025-02,2025,Mar,WHSL,Wholesale,ST-0068,Ditsy Rose Bubble,Ditsy Rose,Baby,Rompers,Bubble,Spring,New,23,860.95,37.43,46,8,0.3333,10.0
FY2025-03,2025,Apr,ECOM,Ecommerce,ST-0068,Ditsy Rose Bubble,Ditsy Rose,Baby,Rompers,Bubble,Spring,New,467,22320.61,47.8,806,180,0.3668,6.9
FY2025-03,2025,Apr,STORE,Retail Stores,ST-0068,Ditsy Rose Bubble,Ditsy Rose,Baby,Rompers,Bubble,Spring,New,22,992.99,45.14,33,28,0.4,6.0
FY2025-03,2025,Apr,WHSL,Wholesale,ST-0068,Ditsy Rose Bubble,Ditsy Rose,Baby,Rompers,Bubble,Spring,New,171,6401.01,37.43,402,232,0.2984,9.4
FY2026-01,2026,Feb,ECOM,Ecommerce,ST-0068,Ditsy Rose Bubble,Ditsy Rose,Baby,Rompers,Bubble,Spring,New,521,24430.28,46.89,811,414,0.3911,6.2
FY2026-01,2026,Feb,STORE,Retail Stores,ST-0068,Ditsy Rose Bubble,Ditsy Rose,Baby,Rompers,Bubble,Spring,New,150,7345.39,48.97,222,105,0.4032,5.9
FY2026-01,2026,Feb,WHSL,Wholesale,ST-0068,Ditsy Rose Bubble,Ditsy Rose,Baby,Rompers,Bubble,Spring,New,132,4941.13,37.43,141,33,0.4835,4.3
FY2026-02,2026,Mar,ECOM,Ecommerce,ST-0068,Ditsy Rose Bubble,Ditsy Rose,Baby,Rompers,Bubble,Spring,New,281,13694.4,48.73,529,186,0.3469,9.4
FY2026-02,2026,Mar,STORE,Retail Stores,ST-0068,Ditsy Rose Bubble,Ditsy Rose,Baby,Rompers,Bubble,Spring,New,177,8853.95,50.02,184,79,0.4903,5.2
FY2026-02,2026,Mar,WHSL,Wholesale,ST-0068,Ditsy Rose Bubble,Ditsy Rose,Baby,Rompers,Bubble,Spring,New,185,6925.07,37.43,328,172,0.3606,8.9
FY2026-03,2026,Apr,ECOM,Ecommerce,ST-0068,Ditsy Rose Bubble,Ditsy Rose,Baby,Rompers,Bubble,Spring,New,399,18537.11,46.46,380,4,0.5122,3.8
FY2026-03,2026,Apr,STORE,Retail Stores,ST-0068,Ditsy Rose Bubble,Ditsy Rose,Baby,Rompers,Bubble,Spring,New,262,13567.52,51.78,575,364,0.313,8.8
FY2026-03,2026,Apr,WHSL,Wholesale,ST-0068,Ditsy Rose Bubble,Ditsy Rose,Baby,Rompers,Bubble,Spring,New,99,3705.85,37.43,122,17,0.448,4.9
FY2025-04,2025,May,ECOM,Ecommerce,ST-0069,Lemon Grove Bubble,Strawberry Fields,Baby,Rompers,Bubble,Summer,Carryover,310,13991.83,45.13,647,63,0.3239,8.3
FY2025-04,2025,May,STORE,Retail Stores,ST-0069,Lemon Grove Bubble,Strawberry Fields,Baby,Rompers,Bubble,Summer,Carryover,171,8152.99,47.68,126,8,0.5758,2.9
FY2025-04,2025,May,WHSL,Wholesale,ST-0069,Lemon Grove Bubble,Strawberry Fields,Baby,Rompers,Bubble,Summer,Carryover,281,9709.34,34.55,316,185,0.4707,4.5
FY2025-05,2025,Jun,ECOM,Ecommerce,ST-0069,Lemon Grove Bubble,Strawberry Fields,Baby,Rompers,Bubble,Summer,Carryover,489,22100.87,45.2,960,66,0.3375,9.8
FY2025-05,2025,Jun,STORE,Retail Stores,ST-0069,Lemon Grove Bubble,Strawberry Fields,Baby,Rompers,Bubble,Summer,Carryover,190,9035.55,47.56,184,89,0.508,4.8
FY2025-05,2025,Jun,WHSL,Wholesale,ST-0069,Lemon Grove Bubble,Strawberry Fields,Baby,Rompers,Bubble,Summer,Carryover,270,9329.26,34.55,401,350,0.4024,7.4
FY2025-06,2025,Jul,ECOM,Ecommerce,ST-0069,Lemon Grove Bubble,Strawberry Fields,Baby,Rompers,Bubble,Summer,Carryover,420,17352.12,41.31,793,208,0.3462,7.6
FY2025-06,2025,Jul,STORE,Retail Stores,ST-0069,Lemon Grove Bubble,Strawberry Fields,Baby,Rompers,Bubble,Summer,Carryover,231,10888.77,47.14,241,100,0.4894,4.2
FY2025-06,2025,Jul,WHSL,Wholesale,ST-0069,Lemon Grove Bubble,Strawberry Fields,Baby,Rompers,Bubble,Summer,Carryover,301,10400.39,34.55,591,466,0.3374,7.9
FY2026-04,2026,May,ECOM,Ecommerce,ST-0069,Lemon Grove Bubble,Strawberry Fields,Baby,Rompers,Bubble,Summer,Carryover,383,16256.92,42.45,637,50,0.3755,6.7
FY2026-04,2026,May,STORE,Retail Stores,ST-0069,Lemon Grove Bubble,Strawberry Fields,Baby,Rompers,Bubble,Summer,Carryover,200,8553.91,42.77,468,110,0.2994,9.4
FY2026-04,2026,May,WHSL,Wholesale,ST-0069,Lemon Grove Bubble,Strawberry Fields,Baby,Rompers,Bubble,Summer,Carryover,446,15410.55,34.55,529,433,0.4574,4.7
FY2026-05,2026,Jun,ECOM,Ecommerce,ST-0069,Lemon Grove Bubble,Strawberry Fields,Baby,Rompers,Bubble,Summer,Carryover,463,19413.83,41.93,888,278,0.3427,9.6
FY2026-05,2026,Jun,STORE,Retail Stores,ST-0069,Lemon Grove Bubble,Strawberry Fields,Baby,Rompers,Bubble,Summer,Carryover,43,2052.41,47.73,80,41,0.3496,9.3
FY2026-05,2026,Jun,WHSL,Wholesale,ST-0069,Lemon Grove Bubble,Strawberry Fields,Baby,Rompers,Bubble,Summer,Carryover,254,8776.41,34.55,494,171,0.3396,9.7
FY2026-06,2026,Jul,ECOM,Ecommerce,ST-0069,Lemon Grove Bubble,Strawberry Fields,Baby,Rompers,Bubble,Summer,Carryover,144,6075.95,42.19,284,238,0.3364,7.9
FY2026-06,2026,Jul,STORE,Retail Stores,ST-0069,Lemon Grove Bubble,Strawberry Fields,Baby,Rompers,Bubble,Summer,Carryover,145,6669.98,46.0,226,165,0.3908,6.2
FY2026-06,2026,Jul,WHSL,Wholesale,ST-0069,Lemon Grove Bubble,Strawberry Fields,Baby,Rompers,Bubble,Summer,Carryover,84,2902.44,34.55,160,123,0.3443,7.6
FY2025-07,2025,Aug,ECOM,Ecommerce,ST-0070,Wildflower Bubble,Wildflower,Baby,Rompers,Bubble,Fall,New,268,13278.96,49.55,311,40,0.4629,4.6
FY2025-07,2025,Aug,STORE,Retail Stores,ST-0070,Wildflower Bubble,Wildflower,Baby,Rompers,Bubble,Fall,New,200,9752.95,48.76,434,158,0.3155,8.7
FY2025-07,2025,Aug,WHSL,Wholesale,ST-0070,Wildflower Bubble,Wildflower,Baby,Rompers,Bubble,Fall,New,338,13139.01,38.87,444,260,0.4322,5.3
FY2025-08,2025,Sep,ECOM,Ecommerce,ST-0070,Wildflower Bubble,Wildflower,Baby,Rompers,Bubble,Fall,New,136,6446.52,47.4,215,6,0.3875,7.9
FY2025-08,2025,Sep,STORE,Retail Stores,ST-0070,Wildflower Bubble,Wildflower,Baby,Rompers,Bubble,Fall,New,230,11593.08,50.4,299,219,0.4348,6.5
FY2025-08,2025,Sep,WHSL,Wholesale,ST-0070,Wildflower Bubble,Wildflower,Baby,Rompers,Bubble,Fall,New,471,18309.09,38.87,1098,852,0.3002,11.7
FY2025-09,2025,Oct,ECOM,Ecommerce,ST-0070,Wildflower Bubble,Wildflower,Baby,Rompers,Bubble,Fall,New,100,4897.14,48.97,237,70,0.2967,9.5
FY2025-09,2025,Oct,STORE,Retail Stores,ST-0070,Wildflower Bubble,Wildflower,Baby,Rompers,Bubble,Fall,New,174,8747.34,50.27,383,20,0.3124,8.8
FY2025-09,2025,Oct,WHSL,Wholesale,ST-0070,Wildflower Bubble,Wildflower,Baby,Rompers,Bubble,Fall,New,240,9329.47,38.87,424,185,0.3614,7.1
FY2026-07,2026,Aug,ECOM,Ecommerce,ST-0070,Wildflower Bubble,Wildflower,Baby,Rompers,Bubble,Fall,New,309,14854.3,48.07,640,574,0.3256,8.3
FY2026-07,2026,Aug,STORE,Retail Stores,ST-0070,Wildflower Bubble,Wildflower,Baby,Rompers,Bubble,Fall,New,268,12604.85,47.03,328,117,0.4497,4.9
FY2026-07,2026,Aug,WHSL,Wholesale,ST-0070,Wildflower Bubble,Wildflower,Baby,Rompers,Bubble,Fall,New,280,10884.38,38.87,644,217,0.303,9.2
FY2026-08,2026,Sep,ECOM,Ecommerce,ST-0070,Wildflower Bubble,Wildflower,Baby,Rompers,Bubble,Fall,New,446,21114.98,47.34,652,449,0.4062,7.3
FY2026-08,2026,Sep,STORE,Retail Stores,ST-0070,Wildflower Bubble,Wildflower,Baby,Rompers,Bubble,Fall,New,286,15114.75,52.85,398,175,0.4181,7.0
FY2026-08,2026,Sep,WHSL,Wholesale,ST-0070,Wildflower Bubble,Wildflower,Baby,Rompers,Bubble,Fall,New,294,11428.6,38.87,487,64,0.3764,8.3
FY2026-09,2026,Oct,ECOM,Ecommerce,ST-0070,Wildflower Bubble,Wildflower,Baby,Rompers,Bubble,Fall,New,236,11279.17,47.79,485,3,0.3273,8.2
FY2026-09,2026,Oct,STORE,Retail Stores,ST-0070,Wildflower Bubble,Wildflower,Baby,Rompers,Bubble,Fall,New,151,7086.77,46.93,278,91,0.352,7.4
FY2026-09,2026,Oct,WHSL,Wholesale,ST-0070,Wildflower Bubble,Wildflower,Baby,Rompers,Bubble,Fall,New,315,12244.93,38.87,357,254,0.4688,4.5
FY2025-09,2025,Oct,ECOM,Ecommerce,ST-0071,Holiday Holly Bubble,Snowdrop,Baby,Rompers,Bubble,Holiday,New,396,18459.37,46.61,647,294,0.3797,6.5
FY2025-09,2025,Oct,STORE,Retail Stores,ST-0071,Holiday Holly Bubble,Snowdrop,Baby,Rompers,Bubble,Holiday,New,68,3349.39,49.26,54,5,0.5574,3.2
FY2025-09,2025,Oct,WHSL,Wholesale,ST-0071,Holiday Holly Bubble,Snowdrop,Baby,Rompers,Bubble,Holiday,New,206,7414.52,35.99,258,103,0.444,5.0
FY2025-10,2025,Nov,ECOM,Ecommerce,ST-0071,Holiday Holly Bubble,Snowdrop,Baby,Rompers,Bubble,Holiday,New,201,9267.62,46.11,254,6,0.4418,5.1
FY2025-10,2025,Nov,STORE,Retail Stores,ST-0071,Holiday Holly Bubble,Snowdrop,Baby,Rompers,Bubble,Holiday,New,154,7689.04,49.93,353,176,0.3037,9.2
FY2025-10,2025,Nov,WHSL,Wholesale,ST-0071,Holiday Holly Bubble,Snowdrop,Baby,Rompers,Bubble,Holiday,New,163,5866.83,35.99,233,110,0.4116,5.7
FY2025-11,2025,Dec,ECOM,Ecommerce,ST-0071,Holiday Holly Bubble,Snowdrop,Baby,Rompers,Bubble,Holiday,New,219,10475.26,47.83,485,228,0.3111,11.1
FY2025-11,2025,Dec,STORE,Retail Stores,ST-0071,Holiday Holly Bubble,Snowdrop,Baby,Rompers,Bubble,Holiday,New,62,2832.01,45.68,59,30,0.5124,4.8
FY2025-11,2025,Dec,WHSL,Wholesale,ST-0071,Holiday Holly Bubble,Snowdrop,Baby,Rompers,Bubble,Holiday,New,257,9250.15,35.99,219,177,0.5399,4.3
FY2026-09,2026,Oct,ECOM,Ecommerce,ST-0071,Holiday Holly Bubble,Snowdrop,Baby,Rompers,Bubble,Holiday,New,466,20311.13,43.59,467,213,0.4995,4.0
FY2026-09,2026,Oct,STORE,Retail Stores,ST-0071,Holiday Holly Bubble,Snowdrop,Baby,Rompers,Bubble,Holiday,New,235,10878.46,46.29,220,168,0.5165,3.7
FY2026-09,2026,Oct,WHSL,Wholesale,ST-0071,Holiday Holly Bubble,Snowdrop,Baby,Rompers,Bubble,Holiday,New,163,5866.83,35.99,259,211,0.3863,6.4
FY2026-10,2026,Nov,ECOM,Ecommerce,ST-0071,Holiday Holly Bubble,Snowdrop,Baby,Rompers,Bubble,Holiday,New,384,19018.95,49.53,667,110,0.3654,6.9
FY2026-10,2026,Nov,STORE,Retail Stores,ST-0071,Holiday Holly Bubble,Snowdrop,Baby,Rompers,Bubble,Holiday,New,62,2855.24,46.05,82,30,0.4306,5.3
FY2026-10,2026,Nov,WHSL,Wholesale,ST-0071,Holiday Holly Bubble,Snowdrop,Baby,Rompers,Bubble,Holiday,New,151,5434.91,35.99,210,56,0.4183,5.6
FY2026-11,2026,Dec,ECOM,Ecommerce,ST-0071,Holiday Holly Bubble,Snowdrop,Baby,Rompers,Bubble,Holiday,New,300,13972.08,46.57,361,283,0.4539,6.0
FY2026-11,2026,Dec,STORE,Retail Stores,ST-0071,Holiday Holly Bubble,Snowdrop,Baby,Rompers,Bubble,Holiday,New,241,11562.65,47.98,378,266,0.3893,7.8
FY2026-11,2026,Dec,WHSL,Wholesale,ST-0071,Holiday Holly Bubble,Snowdrop,Baby,Rompers,Bubble,Holiday,New,312,11229.75,35.99,712,263,0.3047,11.4
FY2025-04,2025,May,ECOM,Ecommerce,ST-0072,Lemon Grove Coverall,Strawberry Fields,Baby,Rompers,Coverall,Summer,New,0,0.0,42.19,0,0,0.0,0.0
FY2025-04,2025,May,STORE,Retail Stores,ST-0072,Lemon Grove Coverall,Strawberry Fields,Baby,Rompers,Coverall,Summer,New,115,4618.42,40.16,258,102,0.3083,9.0
FY2025-04,2025,May,WHSL,Wholesale,ST-0072,Lemon Grove Coverall,Strawberry Fields,Baby,Rompers,Coverall,Summer,New,162,5364.27,33.11,266,130,0.3785,6.6
FY2025-05,2025,Jun,ECOM,Ecommerce,ST-0072,Lemon Grove Coverall,Strawberry Fields,Baby,Rompers,Coverall,Summer,New,218,8690.78,39.87,436,298,0.3333,10.0
FY2025-05,2025,Jun,STORE,Retail Stores,ST-0072,Lemon Grove Coverall,Strawberry Fields,Baby,Rompers,Coverall,Summer,New,13,568.79,43.75,17,11,0.4333,6.5
FY2025-05,2025,Jun,WHSL,Wholesale,ST-0072,Lemon Grove Coverall,Strawberry Fields,Baby,Rompers,Coverall,Summer,New,165,5463.61,33.11,163,146,0.503,4.9
FY2025-06,2025,Jul,ECOM,Ecommerce,ST-0072,Lemon Grove Coverall,Strawberry Fields,Baby,Rompers,Coverall,Summer,New,559,23516.65,42.07,418,357,0.5722,3.0
FY2025-06,2025,Jul,STORE,Retail Stores,ST-0072,Lemon Grove Coverall,Strawberry Fields,Baby,Rompers,Coverall,Summer,New,26,1096.24,42.16,26,20,0.5,4.0
FY2025-06,2025,Jul,WHSL,Wholesale,ST-0072,Lemon Grove Coverall,Strawberry Fields,Baby,Rompers,Coverall,Summer,New,250,8278.2,33.11,198,20,0.558,3.2
FY2026-04,2026,May,ECOM,Ecommerce,ST-0072,Lemon Grove Coverall,Strawberry Fields,Baby,Rompers,Coverall,Summer,New,288,12974.32,45.05,515,208,0.3587,7.2
FY2026-04,2026,May,STORE,Retail Stores,ST-0072,Lemon Grove Coverall,Strawberry Fields,Baby,Rompers,Coverall,Summer,New,233,10600.24,45.49,313,110,0.4267,5.4
FY2026-04,2026,May,WHSL,Wholesale,ST-0072,Lemon Grove Coverall,Strawberry Fields,Baby,Rompers,Coverall,Summer,New,397,13145.78,33.11,312,22,0.5599,3.1
FY2026-05,2026,Jun,ECOM,Ecommerce,ST-0072,Lemon Grove Coverall,Strawberry Fields,Baby,Rompers,Coverall,Summer,New,400,18150.28,45.38,418,35,0.489,5.2
FY2026-05,2026,Jun,STORE,Retail Stores,ST-0072,Lemon Grove Coverall,Strawberry Fields,Baby,Rompers,Coverall,Summer,New,164,6858.52,41.82,184,108,0.4713,5.6
FY2026-05,2026,Jun,WHSL,Wholesale,ST-0072,Lemon Grove Coverall,Strawberry Fields,Baby,Rompers,Coverall,Summer,New,231,7649.06,33.11,498,358,0.3169,10.8
FY2026-06,2026,Jul,ECOM,Ecommerce,ST-0072,Lemon Grove Coverall,Strawberry Fields,Baby,Rompers,Coverall,Summer,New,476,21529.63,45.23,932,269,0.3381,7.8
FY2026-06,2026,Jul,STORE,Retail Stores,ST-0072,Lemon Grove Coverall,Strawberry Fields,Baby,Rompers,Coverall,Summer,New,81,3594.61,44.38,126,37,0.3913,6.2
FY2026-06,2026,Jul,WHSL,Wholesale,ST-0072,Lemon Grove Coverall,Strawberry Fields,Baby,Rompers,Coverall,Summer,New,232,7682.17,33.11,481,342,0.3254,8.3
FY2025-07,2025,Aug,ECOM,Ecommerce,ST-0073,Pomegranate Coverall,Acorn Toile,Baby,Rompers,Coverall,Fall,New,158,8108.74,51.32,350,264,0.311,8.9
FY2025-07,2025,Aug,STORE,Retail Stores,ST-0073,Pomegranate Coverall,Acorn Toile,Baby,Rompers,Coverall,Fall,New,288,15082.9,52.37,453,205,0.3887,6.3
FY2025-07,2025,Aug,WHSL,Wholesale,ST-0073,Pomegranate Coverall,Acorn Toile,Baby,Rompers,Coverall,Fall,New,304,12692.85,41.75,553,275,0.3547,7.3
FY2025-08,2025,Sep,ECOM,Ecommerce,ST-0073,Pomegranate Coverall,Acorn Toile,Baby,Rompers,Coverall,Fall,New,321,17436.09,54.32,712,253,0.3107,11.1
FY2025-08,2025,Sep,STORE,Retail Stores,ST-0073,Pomegranate Coverall,Acorn Toile,Baby,Rompers,Coverall,Fall,New,36,2028.49,56.35,30,19,0.5455,4.2
FY2025-08,2025,Sep,WHSL,Wholesale,ST-0073,Pomegranate Coverall,Acorn Toile,Baby,Rompers,Coverall,Fall,New,231,9644.9,41.75,193,28,0.5448,4.2
FY2025-09,2025,Oct,ECOM,Ecommerce,ST-0073,Pomegranate Coverall,Acorn Toile,Baby,Rompers,Coverall,Fall,New,263,13794.51,52.45,381,34,0.4084,5.8
FY2025-09,2025,Oct,STORE,Retail Stores,ST-0073,Pomegranate Coverall,Acorn Toile,Baby,Rompers,Coverall,Fall,New,178,10236.29,57.51,279,82,0.3895,6.3
FY2025-09,2025,Oct,WHSL,Wholesale,ST-0073,Pomegranate Coverall,Acorn Toile,Baby,Rompers,Coverall,Fall,New,310,12943.37,41.75,697,513,0.3078,9.0
FY2026-07,2026,Aug,ECOM,Ecommerce,ST-0073,Pomegranate Coverall,Acorn Toile,Baby,Rompers,Coverall,Fall,New,345,18554.51,53.78,285,3,0.5476,3.3
FY2026-07,2026,Aug,STORE,Retail Stores,ST-0073,Pomegranate Coverall,Acorn Toile,Baby,Rompers,Coverall,Fall,New,229,11453.85,50.02,537,256,0.299,9.4
FY2026-07,2026,Aug,WHSL,Wholesale,ST-0073,Pomegranate Coverall,Acorn Toile,Baby,Rompers,Coverall,Fall,New,0,0.0,41.75,0,0,0.0,0.0
FY2026-08,2026,Sep,ECOM,Ecommerce,ST-0073,Pomegranate Coverall,Acorn Toile,Baby,Rompers,Coverall,Fall,New,431,23061.4,53.51,650,33,0.3987,7.5
FY2026-08,2026,Sep,STORE,Retail Stores,ST-0073,Pomegranate Coverall,Acorn Toile,Baby,Rompers,Coverall,Fall,New,132,7483.16,56.69,171,93,0.4356,6.5
FY2026-08,2026,Sep,WHSL,Wholesale,ST-0073,Pomegranate Coverall,Acorn Toile,Baby,Rompers,Coverall,Fall,New,426,17786.69,41.75,440,211,0.4919,5.2
FY2026-09,2026,Oct,ECOM,Ecommerce,ST-0073,Pomegranate Coverall,Acorn Toile,Baby,Rompers,Coverall,Fall,New,280,14874.96,53.12,447,260,0.3851,6.4
FY2026-09,2026,Oct,STORE,Retail Stores,ST-0073,Pomegranate Coverall,Acorn Toile,Baby,Rompers,Coverall,Fall,New,156,7945.09,50.93,249,93,0.3852,6.4
FY2026-09,2026,Oct,WHSL,Wholesale,ST-0073,Pomegranate Coverall,Acorn Toile,Baby,Rompers,Coverall,Fall,New,457,19081.03,41.75,637,345,0.4177,5.6
FY2025-01,2025,Feb,ECOM,Ecommerce,ST-0074,Tulip Garden Two-Piece Set,Tulip Garden,Baby,Sets,Two-Piece Set,Spring,Carryover,416,25942.33,62.36,323,206,0.5629,3.1
FY2025-01,2025,Feb,STORE,Retail Stores,ST-0074,Tulip Garden Two-Piece Set,Tulip Garden,Baby,Sets,Two-Piece Set,Spring,Carryover,197,12150.83,61.68,392,338,0.3345,8.0
FY2025-01,2025,Feb,WHSL,Wholesale,ST-0074,Tulip Garden Two-Piece Set,Tulip Garden,Baby,Sets,Two-Piece Set,Spring,Carryover,537,24741.09,46.07,1057,73,0.3369,7.9
FY2025-02,2025,Mar,ECOM,Ecommerce,ST-0074,Tulip Garden Two-Piece Set,Tulip Garden,Baby,Sets,Two-Piece Set,Spring,Carryover,246,13907.06,56.53,213,52,0.5359,4.3
FY2025-02,2025,Mar,STORE,Retail Stores,ST-0074,Tulip Garden Two-Piece Set,Tulip Garden,Baby,Sets,Two-Piece Set,Spring,Carryover,125,7097.91,56.78,164,146,0.4325,6.6
FY2025-02,2025,Mar,WHSL,Wholesale,ST-0074,Tulip Garden Two-Piece Set,Tulip Garden,Baby,Sets,Two-Piece Set,Spring,Carryover,397,18290.9,46.07,329,287,0.5468,4.1
FY2025-03,2025,Apr,ECOM,Ecommerce,ST-0074,Tulip Garden Two-Piece Set,Tulip Garden,Baby,Sets,Two-Piece Set,Spring,Carryover,415,26224.55,63.19,473,110,0.4673,4.6
FY2025-03,2025,Apr,STORE,Retail Stores,ST-0074,Tulip Garden Two-Piece Set,Tulip Garden,Baby,Sets,Two-Piece Set,Spring,Carryover,174,10668.74,61.31,263,69,0.3982,6.0
FY2025-03,2025,Apr,WHSL,Wholesale,ST-0074,Tulip Garden Two-Piece Set,Tulip Garden,Baby,Sets,Two-Piece Set,Spring,Carryover,392,18060.54,46.07,581,272,0.4029,5.9
FY2026-01,2026,Feb,ECOM,Ecommerce,ST-0074,Tulip Garden Two-Piece Set,Tulip Garden,Baby,Sets,Two-Piece Set,Spring,Carryover,337,20194.39,59.92,377,275,0.472,4.5
FY2026-01,2026,Feb,STORE,Retail Stores,ST-0074,Tulip Garden Two-Piece Set,Tulip Garden,Baby,Sets,Two-Piece Set,Spring,Carryover,35,2161.28,61.75,40,27,0.4667,4.6
